2017720962;845;4
2015451936;335;4
2015137795;368;1
2016497874;350;3
2015856707;793;5
2016497874;370;5
2017683116;368;3
2016388571;654;1
2016836008;229;4
2015274099;697;4
2016048940;229;4
2016866038;654;1
2015202444;654;2
2016335915;473;4
2016335915;799;3
2015152082;944;5
2016836008;617;1
2016480863;473;4
2016695429;448;3
2015136716;370;5
2017697145;463;5
2015078271;135;1
2016539704;654;1
2015233439;654;1
2015233439;845;4
2016180568;845;4
2016180568;229;3
2016048940;654;2
2015809614;370;5
2016888461;793;2
2017377655;321;4
2015096254;654;1
2016203307;229;4
2015233439;229;4
2016873510;799;5
2016388571;229;4
2016873510;448;1
2015046602;143;4
2015906560;722;4
2016388571;175;5
2015046602;321;2
2016697129;229;3
2015274099;697;3
2015559893;463;3
2016388571;229;3
2016539704;697;4
2015233439;617;3
2016497874;853;1
2015096254;845;4
2016497874;853;3
2016695429;944;3
2015318865;356;4
2017072286;504;1
2015856707;793;5
2016801628;105;4
2016335915;188;3
2016873510;837;5
2016873510;799;5
2017377655;356;4
2015906560;321;2
2016597140;799;3
2015078271;368;3
2015136716;370;5
2015318865;504;1
2015096254;229;4
2015487102;463;3
2016836008;229;4
2017955188;697;4
2015906560;321;2
2015647679;135;1
2017001660;654;1
2015559893;188;3
2015233439;229;4
2015856707;368;3
2015451936;793;5
2016203307;654;1
2017348423;463;3
2015152082;102;3
2016388571;229;3
2015906560;143;2
2016695429;799;5
2016823158;463;5
2015868348;793;5
2016539704;697;3
2016056993;853;1
2016056993;370;3
2016695429;448;3
2015078271;135;1
2016180568;229;4
2016823158;188;1
2016177213;697;4
2015868348;793;2
2015046602;722;2
2015233439;845;4
2017842422;463;5
2017377655;143;5
2016539704;617;1
2017072286;143;2
2016056993;853;1
2015246359;654;2
2015809614;853;1
2015559893;448;3
2017167155;448;1
2017001660;845;4
2017912879;793;2
2016242380;463;3
2016695429;188;3
2017842422;188;3
2015096254;845;4
2016801628;463;5
2016823158;463;5
2015487102;448;2
2015451936;793;5
2017001660;617;3
2017683116;793;5
2016823158;448;3
2016634769;799;1
2016823158;944;1
2015868348;793;5
2016634769;473;1
2016480863;463;3
2016480863;944;3
2016836008;229;3
2016048940;697;4
